E006,Event,College Admissions Season,15/06/2026,All India,Monster Energy,Low,0
E007,Event,Monsoon Arrival,15/06/2026,All India,All Out Refill,High,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Odomos,High,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Maggi,High,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Knorr Soup,High,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Taj Mahal Tea,High,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Pakoda Mix,High,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Dettol Handwash,High,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Umbrellas,Medium,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Crocin/Paracetamol,High,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Vicks VapoRub,Medium,0
E007,Event,Monsoon Arrival,15/06/2026,All India,Mortein Spray,Medium,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Maggi,High,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Parle-G,High,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Aashirvaad Atta 1kg,High,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Tata Salt,High,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Taaza Tea,Medium,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Eggs,High,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Milk,High,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Onion,High,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Potato,High,0
E008,Event,Month-End Budget Crunch,25/06/2026,All India,Tomato,High,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Nescafé,High,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Maggi,High,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Classmate Notebooks,High,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Red Bull,High,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Oreo,Medium,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Reynolds Pens,High,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Good Day,Medium,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Bru,Medium,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Highlighters,Medium,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Milton Water Bottles,Medium,0
E009,Event,Hostel Move-in Season,01/07/2026,All India,Monster Energy,Low,0
E010,Event,Peak Monsoon,01/07/2026,All India,All Out Refill,High,0
E010,Event,Peak Monsoon,01/07/2026,All India,Odomos,High,0
E010,Event,Peak Monsoon,01/07/2026,All India,Maggi,High,0
E010,Event,Peak Monsoon,01/07/2026,All India,Knorr Soup,High,0
E010,Event,Peak Monsoon,01/07/2026,All India,Taj Mahal Tea,High,0
E010,Event,Peak Monsoon,01/07/2026,All India,Pakoda Mix,High,0
E010,Event,Peak Monsoon,01/07/2026,All India,Dettol Handwash,High,0
E010,Event,Peak Monsoon,01/07/2026,All India,Umbrellas,Medium,0
E010,Event,Peak Monsoon,01/07/2026,All India,Crocin/Paracetamol,High,0
E010,Event,Peak Monsoon,01/07/2026,All India,Vicks VapoRub,Medium,0
E010,Event,Peak Monsoon,01/07/2026,All India,Mortein Spray,Medium,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,All Out Refill,High,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Odomos,High,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Maggi,High,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Knorr Soup,High,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Taj Mahal Tea,High,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Pakoda Mix,High,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Dettol Handwash,High,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Umbrellas,Medium,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Crocin/Paracetamol,High,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Vicks VapoRub,Medium,0
E011,Event,Dengue/Malaria Season,01/07/2026,All India,Mortein Spray,Medium,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,All Out Refill,High,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Odomos,High,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Maggi,High,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Knorr Soup,High,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Taj Mahal Tea,High,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Pakoda Mix,High,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Dettol Handwash,High,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Umbrellas,Medium,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Crocin/Paracetamol,High,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Vicks VapoRub,Medium,0
E012,Event,Mosquito Prevention Season,01/07/2026,All India,Mortein Spray,Medium,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Lay's,High,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Coca-Cola,High,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Red Bull,High,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Doritos,High,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Frozen Pizza,High,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Popcorn,High,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Thums Up,Medium,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,McCain Smiles,Medium,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Amul Ice Cream,Medium,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Kurkure,Medium,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Sprite,Medium,0
E013,Event,Olympics Tournament Window,01/07/2026,Metro Cities,Bikaneri Bhujia,Low,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Coca-Cola,Medium,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Lay's,Medium,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Maggi,Medium,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Red Bull,Low,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Amul Ice Cream,Medium,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Cadbury Dairy Milk,Medium,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Nescafé,Low,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Frozen Pizza,Low,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Electral ORS,Low,0
E014,Event,Kanwar Yatra Season,01/07/2026,North India,Dettol Handwash,Low,0
E015,Festival,Rath Yatra,12/07/2026,East India,Sweets,High,1
E015,Festival,Rath Yatra,12/07/2026,East India,Pooja Items,High,1
E015,Festival,Rath Yatra,12/07/2026,East India,Incense Sticks,Medium,1
E015,Festival,Rath Yatra,12/07/2026,East India,Flowers,High,1
E015,Festival,Rath Yatra,12/07/2026,East India,Fresh Fruits,Medium,1
E015,Festival,Rath Yatra,12/07/2026,East India,Coconuts,Medium,1
E015,Festival,Rath Yatra,12/07/2026,East India,Ghee,Medium,1
E015,Festival,Rath Yatra,12/07/2026,East India,Camphor,Medium,1
E015,Festival,Rath Yatra,12/07/2026,East India,Dry Fruits,Medium,1
E015,Festival,Rath Yatra,12/07/2026,East India,Cadbury Celebrations,Medium,1
E016,Event,Freshers Season,15/07/2026,All India,Coca-Cola,Medium,0
E016,Event,Freshers Season,15/07/2026,All India,Lay's,Medium,0
E016,Event,Freshers Season,15/07/2026,All India,Maggi,Medium,0
E016,Event,Freshers Season,15/07/2026,All India,Red Bull,Low,0
E016,Event,Freshers Season,15/07/2026,All India,Amul Ice Cream,Medium,0
E016,Event,Freshers Season,15/07/2026,All India,Cadbury Dairy Milk,Medium,0
E016,Event,Freshers Season,15/07/2026,All India,Nescafé,Low,0
E016,Event,Freshers Season,15/07/2026,All India,Frozen Pizza,Low,0
E016,Event,Freshers Season,15/07/2026,All India,Electral ORS,Low,0
E016,Event,Freshers Season,15/07/2026,All India,Dettol Handwash,Low,0
E017,Festival,Guru Purnima,29/07/2026,All India,Sweets,High,0
E017,Festival,Guru Purnima,29/07/2026,All India,Pooja Items,High,0
E017,Festival,Guru Purnima,29/07/2026,All India,Incense Sticks,Medium,0
E017,Festival,Guru Purnima,29/07/2026,All India,Flowers,High,0
E017,Festival,Guru Purnima,29/07/2026,All India,Fresh Fruits,Medium,0
E017,Festival,Guru Purnima,29/07/2026,All India,Coconuts,Medium,0
E017,Festival,Guru Purnima,29/07/2026,All India,Ghee,Medium,0
E017,Festival,Guru Purnima,29/07/2026,All India,Camphor,Medium,0
E017,Festival,Guru Purnima,29/07/2026,All India,Dry Fruits,Medium,0
E017,Festival,Guru Purnima,29/07/2026,All India,Cadbury Celebrations,Medium,0
E018,Event,Viral Fever Season,01/08/2026,All India,All Out Refill,High,1
E018,Event,Viral Fever Season,01/08/2026,All India,Odomos,High,1
E018,Event,Viral Fever Season,01/08/2026,All India,Maggi,High,1
E018,Event,Viral Fever Season,01/08/2026,All India,Knorr Soup,High,1
E018,Event,Viral Fever Season,01/08/2026,All India,Taj Mahal Tea,High,1
E018,Event,Viral Fever Season,01/08/2026,All India,Pakoda Mix,High,1
E018,Event,Viral Fever Season,01/08/2026,All India,Dettol Handwash,High,1
E018,Event,Viral Fever Season,01/08/2026,All India,Umbrellas,Medium,1
E018,Event,Viral Fever Season,01/08/2026,All India,Crocin/Paracetamol,High,1
E018,Event,Viral Fever Season,01/08/2026,All India,Vicks VapoRub,Medium,1
E018,Event,Viral Fever Season,01/08/2026,All India,Mortein Spray,Medium,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Coca-Cola,Medium,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Lay's,Medium,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Maggi,Medium,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Red Bull,Low,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Amul Ice Cream,Medium,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Cadbury Dairy Milk,Medium,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Nescafé,Low,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Frozen Pizza,Low,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Electral ORS,Low,1
E019,Event,Independence Day Long Weekend,15/08/2026,All India,Dettol Handwash,Low,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Rakhis,High,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Sweets,High,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Cadbury Celebrations,High,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Dry Fruits,Medium,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Roli Chawal,High,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Pooja Thali,Medium,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Gift Hampers,High,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Haldiram's Sweets,Medium,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Ferrero Rocher,Medium,1
E020,Festival,Raksha Bandhan,28/08/2026,All India,Mehndi Cones,Low,1
E021,Festival,Onam,28/08/2026,South India,Sweets,High,1
E021,Festival,Onam,28/08/2026,South India,Pooja Items,High,1
E021,Festival,Onam,28/08/2026,South India,Incense Sticks,Medium,1
E021,Festival,Onam,28/08/2026,South India,Flowers,High,1
E021,Festival,Onam,28/08/2026,South India,Fresh Fruits,Medium,1
E021,Festival,Onam,28/08/2026,South India,Coconuts,Medium,1
E021,Festival,Onam,28/08/2026,South India,Ghee,Medium,1
E021,Festival,Onam,28/08/2026,South India,Camphor,Medium,1
E021,Festival,Onam,28/08/2026,South India,Dry Fruits,Medium,1
E021,Festival,Onam,28/08/2026,South India,Cadbury Celebrations,Medium,1
E022,Festival,Janmashtami,03/09/2026,All India,Sweets,High,0
E022,Festival,Janmashtami,03/09/2026,All India,Pooja Items,High,0
E022,Festival,Janmashtami,03/09/2026,All India,Incense Sticks,Medium,0
E022,Festival,Janmashtami,03/09/2026,All India,Flowers,High,0
E022,Festival,Janmashtami,03/09/2026,All India,Fresh Fruits,Medium,0
E022,Festival,Janmashtami,03/09/2026,All India,Coconuts,Medium,0
E022,Festival,Janmashtami,03/09/2026,All India,Ghee,Medium,0
E022,Festival,Janmashtami,03/09/2026,All India,Camphor,Medium,0
E022,Festival,Janmashtami,03/09/2026,All India,Dry Fruits,Medium,0
E022,Festival,Janmashtami,03/09/2026,All India,Cadbury Celebrations,Medium,0
E023,Event,Teacher's Day,05/09/2026,All India,Coca-Cola,Medium,1
E023,Event,Teacher's Day,05/09/2026,All India,Lay's,Medium,1
E023,Event,Teacher's Day,05/09/2026,All India,Maggi,Medium,1
E023,Event,Teacher's Day,05/09/2026,All India,Red Bull,Low,1
E023,Event,Teacher's Day,05/09/2026,All India,Amul Ice Cream,Medium,1
E023,Event,Teacher's Day,05/09/2026,All India,Cadbury Dairy Milk,Medium,1
E023,Event,Teacher's Day,05/09/2026,All India,Nescafé,Low,1
E023,Event,Teacher's Day,05/09/2026,All India,Frozen Pizza,Low,1
E023,Event,Teacher's Day,05/09/2026,All India,Electral ORS,Low,1
E023,Event,Teacher's Day,05/09/2026,All India,Dettol Handwash,Low,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Modaks,High,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Marigold Flowers,High,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Coconuts,High,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Incense Sticks,High,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Decorative Items,Medium,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Pooja Thali,Medium,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Camphor,High,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Durva Grass,High,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Laddoos,High,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Ghee,Medium,1
E024,Festival,Ganesh Chaturthi,12/09/2026,West India,Fresh Fruits,Medium,1
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Coca-Cola,Medium,0
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Lay's,Medium,0
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Maggi,Medium,0
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Red Bull,Low,0
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Amul Ice Cream,Medium,0
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Cadbury Dairy Milk,Medium,0
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Nescafé,Low,0
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Frozen Pizza,Low,0
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Electral ORS,Low,0
E025,Event,Regional Fair and Mela Season,01/10/2026,All India,Dettol Handwash,Low,0
E026,Festival,Navratri Begins,11/10/2026,West India,Fasting Food (Sabudana),High,1
E026,Festival,Navratri Begins,11/10/2026,West India,Makhana,High,1
E026,Festival,Navratri Begins,11/10/2026,West India,Dandiya Sticks,High,1
E026,Festival,Navratri Begins,11/10/2026,West India,Sweets,High,1
E026,Festival,Navratri Begins,11/10/2026,West India,Marigold Flowers,High,1
E026,Festival,Navratri Begins,11/10/2026,West India,Pooja Items,High,1
E026,Festival,Navratri Begins,11/10/2026,West India,Decorative Lights,Medium,1
E026,Festival,Navratri Begins,11/10/2026,West India,Fresh Fruits,Medium,1
E026,Festival,Navratri Begins,11/10/2026,West India,Safety Pins,Medium,1
E026,Festival,Navratri Begins,11/10/2026,West India,Red Bull,High,1
E026,Festival,Navratri Begins,11/10/2026,West India,Ghee,High,1
E026,Festival,Navratri Begins,11/10/2026,West India,Sindoor,Medium,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Coca-Cola,Medium,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Lay's,Medium,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Maggi,Medium,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Red Bull,Low,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Amul Ice Cream,Medium,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Cadbury Dairy Milk,Medium,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Nescafé,Low,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Frozen Pizza,Low,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Electral ORS,Low,1
E027,Event,Navratri Garba Season,11/10/2026,West India,Dettol Handwash,Low,1
E028,Festival,Durga Puja,16/10/2026,East India,Fasting Food (Sabudana),High,1
E028,Festival,Durga Puja,16/10/2026,East India,Makhana,High,1
E028,Festival,Durga Puja,16/10/2026,East India,Dandiya Sticks,High,1
E028,Festival,Durga Puja,16/10/2026,East India,Sweets,High,1
E028,Festival,Durga Puja,16/10/2026,East India,Marigold Flowers,High,1
E028,Festival,Durga Puja,16/10/2026,East India,Pooja Items,High,1
E028,Festival,Durga Puja,16/10/2026,East India,Decorative Lights,Medium,1
E028,Festival,Durga Puja,16/10/2026,East India,Fresh Fruits,Medium,1
E028,Festival,Durga Puja,16/10/2026,East India,Safety Pins,Medium,1
E028,Festival,Durga Puja,16/10/2026,East India,Red Bull,High,1
E028,Festival,Durga Puja,16/10/2026,East India,Ghee,High,1
E028,Festival,Durga Puja,16/10/2026,East India,Sindoor,Medium,1
E029,Festival,Dussehra,20/10/2026,All India,Fasting Food (Sabudana),High,0
E029,Festival,Dussehra,20/10/2026,All India,Makhana,High,0
E029,Festival,Dussehra,20/10/2026,All India,Dandiya Sticks,High,0
E029,Festival,Dussehra,20/10/2026,All India,Sweets,High,0
E029,Festival,Dussehra,20/10/2026,All India,Marigold Flowers,High,0
E029,Festival,Dussehra,20/10/2026,All India,Pooja Items,High,0
E029,Festival,Dussehra,20/10/2026,All India,Decorative Lights,Medium,0
E029,Festival,Dussehra,20/10/2026,All India,Fresh Fruits,Medium,0
E029,Festival,Dussehra,20/10/2026,All India,Safety Pins,Medium,0
E029,Festival,Dussehra,20/10/2026,All India,Red Bull,High,0
E029,Festival,Dussehra,20/10/2026,All India,Ghee,High,0
E029,Festival,Dussehra,20/10/2026,All India,Sindoor,Medium,0
E030,Festival,Karva Chauth,25/10/2026,North India,Mehendi Cones,High,1
E030,Festival,Karva Chauth,25/10/2026,North India,Pooja Thali,High,1
E030,Festival,Karva Chauth,25/10/2026,North India,Sweets,High,1
E030,Festival,Karva Chauth,25/10/2026,North India,Dry Fruits,Medium,1
E030,Festival,Karva Chauth,25/10/2026,North India,Sieve (Channi),High,1
E030,Festival,Karva Chauth,25/10/2026,North India,Incense Sticks,Medium,1
E030,Festival,Karva Chauth,25/10/2026,North India,Fresh Fruits,High,1
E030,Festival,Karva Chauth,25/10/2026,North India,Sindoor,Medium,1
E030,Festival,Karva Chauth,25/10/2026,North India,Bindi,Medium,1
E030,Festival,Karva Chauth,25/10/2026,North India,Fasting Food,Medium,1
E030,Festival,Karva Chauth,25/10/2026,North India,Cosmetics/Lipstick,Low,1
E031,Event,Winter Begins,01/11/2026,All India,Nivea Body Lotion,High,1
E031,Event,Winter Begins,01/11/2026,All India,Vaseline,High,1
E031,Event,Winter Begins,01/11/2026,All India,Nescafé,High,1
E031,Event,Winter Begins,01/11/2026,All India,Taj Mahal Tea,High,1
E031,Event,Winter Begins,01/11/2026,All India,Quaker Oats,Medium,1
E031,Event,Winter Begins,01/11/2026,All India,Pond's Cold Cream,Medium,1
E031,Event,Winter Begins,01/11/2026,All India,Bournvita,Medium,1
E031,Event,Winter Begins,01/11/2026,All India,Chai Masala,High,1
E031,Event,Winter Begins,01/11/2026,All India,Room Heaters,Low,1
E031,Event,Winter Begins,01/11/2026,All India,Vicks VapoRub,High,1
E032,Festival,Diwali,08/11/2026,All India,Dry Fruits,High,1
E032,Festival,Diwali,08/11/2026,All India,Sweets,High,1
E032,Festival,Diwali,08/11/2026,All India,Diyas,High,1
E032,Festival,Diwali,08/11/2026,All India,Decorative Lights,High,1
E032,Festival,Diwali,08/11/2026,All India,Rangoli Colours,High,1
E032,Festival,Diwali,08/11/2026,All India,Pooja Material,High,1
E032,Festival,Diwali,08/11/2026,All India,Ghee,Medium,1
E032,Festival,Diwali,08/11/2026,All India,Candles,Medium,1
E032,Festival,Diwali,08/11/2026,All India,Cadbury Celebrations,High,1
E032,Festival,Diwali,08/11/2026,All India,Haldiram's Namkeen,Medium,1
E032,Festival,Diwali,08/11/2026,All India,Camphor,Medium,1
E032,Festival,Diwali,08/11/2026,All India,Marigold Flowers,High,1
E033,Festival,Bhai Dooj,10/11/2026,All India,Rakhis,High,0
E033,Festival,Bhai Dooj,10/11/2026,All India,Sweets,High,0
E033,Festival,Bhai Dooj,10/11/2026,All India,Cadbury Celebrations,High,0
E033,Festival,Bhai Dooj,10/11/2026,All India,Dry Fruits,Medium,0
E033,Festival,Bhai Dooj,10/11/2026,All India,Roli Chawal,High,0
E033,Festival,Bhai Dooj,10/11/2026,All India,Pooja Thali,Medium,0
E033,Festival,Bhai Dooj,10/11/2026,All India,Gift Hampers,High,0
E033,Festival,Bhai Dooj,10/11/2026,All India,Haldiram's Sweets,Medium,0
E033,Festival,Bhai Dooj,10/11/2026,All India,Ferrero Rocher,Medium,0
E033,Festival,Bhai Dooj,10/11/2026,All India,Mehndi Cones,Low,0
E034,Festival,Chhath Puja,13/11/2026,East India,Sweets,High,1
E034,Festival,Chhath Puja,13/11/2026,East India,Pooja Items,High,1
E034,Festival,Chhath Puja,13/11/2026,East India,Incense Sticks,Medium,1
E034,Festival,Chhath Puja,13/11/2026,East India,Flowers,High,1
E034,Festival,Chhath Puja,13/11/2026,East India,Fresh Fruits,Medium,1
